"beta_overall","beta_novice","beta_inter","beta_expert"
-0.918454899138273,-1.17442890665435,0.744502391545888,-0.136969850531961
0.250289531548376,-0.27109818426889,-0.164913395071931,0.31086738885961
-0.637590770197581,1.16476169013512,0.783390512732851,0.651637791401222
-1.38807740268482,0.32118980298438,1.69011612452718,1.73969266715961
-0.755517217135524,-0.217615575800035,0.192798145218466,-0.233434102583976
-1.11066671238509,-1.52043457678279,-0.680143204317574,0.371593491647866
-1.1772633928513,0.0957671984335799,0.0111294753993652,-0.322322786276043
0.365596202272828,-1.05976487583747,1.31930523798807,0.277903292427231
-0.160554951472648,-1.13381183873586,-0.281113265288817,-0.38569534353957
-0.988171052436906,0.960500000802898,-0.0301840075134995,1.07416760685613
-1.16309249949159,0.244651188590021,0.538124453596013,0.0911401234603589
-0.504579331111119,0.256020884257995,-0.627523602653318,-0.64036391213059
-0.620746114513869,0.808437829523497,-0.619183215677227,-0.0461166075210097
-0.56429103650132,-0.750343976340842,0.525672117415854,-0.399160906138223
-1.50716652195984,0.977130060413205,-0.0639115838677012,-0.109733640820199
-0.342475287670369,-0.833403503842067,0.369024298825974,1.00855040181378
1.36533676223791,0.706327216310513,1.04732638692668,-0.206631116221658
-0.195118075663935,0.384438625392992,1.08250324910184,0.047631809924334
-1.76008631445474,-1.15482916972501,-0.99441655098526,0.0170908439784462
-0.507102635524585,-0.851122751184054,-0.806382473290355,0.070775496178613
-1.01742574179599,-0.438076733062625,-0.185073653375004,-0.681003464512859
0.378963905277419,-0.486741672135753,-0.783355523272137,-0.243572052340287
-0.620210316627513,0.238483400644141,0.581036655080619,0.189839121261657
1.65462050695292,0.0197400138707752,-0.104404902966442,-0.14793163258266
-0.752632891381677,0.128328320158859,-0.13039946533606,-0.581300891544908
0.0651639471270639,-0.530824776808619,0.396731629892655,-0.0570638693674046
-1.11488988920275,-0.357224241900255,2.10901821690482,-0.0832263276152259
0.949343126483163,0.610054485729032,0.950262826465385,1.01794128608026
0.27683807896532,1.02352279184077,-0.696161884199419,-1.32974409184211
-0.0933587256938419,-1.39697519490734,-1.02379394188084,0.075128320451837
0.421624866321806,0.0493475495303049,-1.60312064437493,0.241869936763112
0.0235247138507443,-0.0170726529057158,-0.188141925604279,-0.360068111967561
0.204756491654535,0.386287993127857,0.586874407403325,-1.10857921791283
0.0947910437924769,-0.0759789280350528,-2.0099867643769,-0.114997500605927
0.496942449329132,0.646549411554512,0.910589187561088,1.40994311234734
0.411829278955144,0.0796144141696632,0.440008093909263,0.462345302536918
-0.025963696092376,1.40897757536863,-0.254920596803286,0.151144283431295
-1.16272918852669,0.721606414217647,0.198773027961959,-0.417574897730168
-0.16340431036258,-1.18238697326369,-0.0694620197862968,-0.396941253875855
0.569831695254898,-0.371757899591855,-0.104260301235103,-0.833981943590479
0.00587249504870768,-1.56738554918216,0.973705714183207,1.34128940739127
-0.22330591662876,0.286237963156315,0.493866141666114,-0.111824394288083
0.373618144900451,0.353909861337646,-0.157829982817427,1.06654069685009
-0.834381255909101,-1.4243625162301,-0.381040029507738,-0.566578184468071
-0.0595169392710487,-0.053717977415691,-0.973755944172731,-0.0267225004163049
1.22781090732643,-0.453512810329167,1.54423028123212,-0.342113220517044
-0.312244479408893,1.25711071088209,-0.97679789690704,0.586617619386198
0.114158158773802,-1.64976258765788,-0.481769247407507,-0.576034571739666
-0.8780935238419,-1.91608510365675,0.963151065403219,-0.498072364774931
-0.000954802829386758,-0.137359680563269,1.09755738772013,0.146568237055628
0.0916845281046386,-1.15723973954105,0.123421081961867,0.375999503533722
-0.229259109883851,-0.605446137012833,-0.236809875178775,-0.427250582846965
-0.0382108866947791,-1.1447989559013,-0.313561552528954,0.515981586107017
-0.0167548197527725,-0.891776753928402,0.375340073630054,0.297611431626861
0.117987782883825,-1.9653429086428,-0.44449049089494,-0.0534042588258904
0.969373282815333,1.03512427131252,-1.6922032550802,-0.446771727731202
0.0965701781652695,0.293354158343539,-0.0943856660306573,-0.951903683793554
-0.369030342039102,0.358771259653657,1.74464731514719,0.162308092300003
-1.06504509301982,0.157028870930828,0.821900048326169,0.954546399966858
-0.0489801021405772,-0.392351513642913,0.181041569684547,-0.655133305957984
0.132883452997371,-0.624193276349618,-0.05465392570311,0.464937731951256
-0.121747393806689,0.663019852355056,1.6491098492279,0.0505672488348208
0.307997702355146,0.221663794951547,0.715347645474196,0.285758066415174
0.00382213468758741,-0.651710344112766,-0.326513911264563,0.369058044943715
0.542302578670044,-1.64524611144542,0.461100037640187,0.941550453965993
-0.534754809387105,-1.11737316334313,-0.188079040291005,1.04386130627226
0.492961392606446,1.11703691164357,-1.38753447802548,1.33581485269881
-1.14807372089097,-0.00865490234637156,1.3760132298853,0.16918407448534
0.550257471107064,-0.44614206082506,0.224259255797731,1.15453643598042
0.625422953220636,0.0894557315312029,0.202488138198729,1.42091911356981
0.725809905480819,-0.69735707185475,0.228759493098853,-0.106033878682432
0.518915147356745,0.303774204636469,0.346643657324388,-0.220987597633898
-0.244865087158255,-1.02610598420522,-0.322702107635958,0.319142697255229
0.327522619307667,-0.70210197539373,-1.24703157166281,0.341971082669926
-1.18406439022436,1.47742603351729,1.64364943241285,0.818579967504748
0.824445772700399,0.875186715342696,-0.545142314034187,-1.17611888933808
-0.652780671372168,-0.729438067904122,0.792646213763531,-0.918769337380117
-0.134697981107125,-2.22056267483586,0.0450426663975563,-0.075745293856091
-1.09538395290161,-2.13263039905972,-0.891224873083726,-0.872688992444279
0.70053375611294,-1.11199603566262,-0.359193564209524,-0.461038889360454
0.313390456441855,-0.691018109373956,1.19126064813937,-0.139905448738566
-0.58279187564966,-0.446708070888608,-0.203119753765253,-0.67791026752829
1.21555440272384,-0.816881940040049,1.35153187962261,-0.418373246512254
0.660307988661281,-0.978297753344189,-0.737207646255321,-0.546280873620043
-1.16857573837717,1.45123702129242,-1.61354091618435,0.821224942710461
-0.502443690187439,0.341619507824035,1.25126856623338,0.350902825101504
0.905673310776265,-0.0177041208875915,-0.179701948141031,1.47972716056169
-0.653418445842677,-0.894300590557555,-0.0809939187760227,-1.80687782098174
0.52564710980693,-0.563077222089623,0.0675376861848699,-0.651350609030819
-0.510361291884221,-0.152940656683767,1.73919682525417,-0.500711103865626
-0.0558514389137889,0.98770788110205,-0.404446535859342,-0.0582247999845727
-0.144839202449179,-1.2278283932354,1.33118712375154,1.19931041471375
0.0177312687517909,0.259197275637053,0.80010820456614,-0.066863590035172
-0.407645186054004,-0.668044041696625,0.764740872047676,0.701383651291129
0.103679609205759,-1.13167045281293,0.149845279700409,0.037434797479578
-0.993541561138578,-0.390748142105205,0.115804623650045,0.308838161685209
-0.116068899386363,-1.61940773089472,0.135160186021345,0.730460277733268
-0.150188409942904,0.149772643975509,-0.158665242620254,-0.403616152015993
-0.252204887647649,-1.07593733393969,-0.484820704233368,0.214035773444345
